isni,name_count,surname,forename
0000000111087779,3,Martinengo-Cesaresco,Evelyn
0000000111087779,4,Cesaresco,Evelyn Martinengo
0000000111087779,5,Evelyn Martinengo-Cesaresco,
0000000111087779,6,Martinengo Cesaresco,Evelina
0000000111087779,7,Martinengo Cesaresco,Evelina
0000000111087779,8,Martinengo Cesaresco,Evelyn
0000000111087779,9,Martinengo Cesaresco,Evelyn
0000000111087779,10,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,11,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,12,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,13,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,14,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,15,Martinengo-Cesaresco,Evelyn Lilian Hazeldine Carrington
0000000111087779,16,Martinengo-Cesaresco,Evelyn
0000000111087779,17,Martinengo Cesaresco,Evelyn
0000000117534891,1,McKisack,May
0000000117534891,2,McKisack,May
0000000117534891,3,McKisack,May
0000000117534891,4,MacKisack,May
0000000117534891,5,May McKisack,
0000000117534891,6,McKisack,May
0000000117534891,7,McKisack,May
0000000117534891,8,McKisack,May
0000000117534891,9,McKisack,May
0000000117534891,10,McKisack,May
0000000117534891,11,McKisack,May
0000000117534891,12,McKisack,May
0000000117534891,13,McKisack,May
0000000117534891,14,McKisack,May
0000000117534891,15,McKisack,May
0000000117534891,16,MacKisack,May
0000000139569075,1,Marks,Sarah
0000000139569075,2,Ayrton,Hertha
0000000139569075,3,Ayrton,Hertha
0000000139569075,4,Ayrton,Hertha
0000000139569075,5,Ayrton,Hertha
0000000139569075,6,Ayrton,Hertha
0000000139569075,7,Hertha Marks Ayrton,
000000051084874X,1,Clifford,Elise Margaret
0000000510958690,1,Kennedy,Louise
0000000066341239,1,Chapman,Annie Beatrice Wallis
0000000066341239,2,Chapman,A. Beatrice Wallis
0000000066341239,3,Chapman,A. Beatrice Wallis
0000000066341239,4,Chapman,A. Beatrice Wallis
0000000066341239,5,Chapman,A. Beatrice Wallis
0000000066341239,6,Chapman,A.B. Wallis
0000000066341239,7,Chapman,A. B. Wallis
0000000510941442,1,Allen,Emily Winifrid
0000000510883932,1,Charles,Ethel Mary
0000000510921396,1,Miss Pye,
0000000030732780,1,Taylor,Elizabeth
0000000030732780,2,Taylor,Elizabeth
0000000030732780,3,Elizabeth Taylor,
0000000030732780,4,Taylor,Elizabeth
0000000510868652,1,Davis,Joyce Jeffries
0000000080767850,1,Busk,Rachel Harriette
0000000080767850,2,Busk,Rachel Harriete
0000000080767850,3,Busk,Rachel Harriette
0000000080767850,4,Busk,Rachel Harriette
0000000080767850,5,Busk,Rachel Harriette
0000000080767850,6,Busk,Rachel Harriette
0000000080767850,7,Busk,Rachel Harriette
0000000080767850,8,Rachel Harriette Busk,
0000000080767850,9,Busk,Rachel Harriette
0000000080767850,10,Busk,R.H.
0000000510917952,1,Hammond,S. F.
0000000448569001,1,Redington,Matilda
0000000448569001,2,Redington,Matilda
0000000382207517,1,Stroud,Dorothy Nancy
0000000382207517,2,Stroud,Dorothy
0000000382207517,3,Stroud,Dorothy
0000000382207517,4,Stroud,Dorothy
0000000382207517,5,Stroud,Dorothy
0000000382207517,6,Stroud,Dorothy
0000000382207517,7,Stroud,Dorothy
0000000382207517,8,Stroud,Dorothy
0000000510964097,1,Collier,Blanche Frances
0000000510884038,1,Bulkeley-Owen,Fanny Mary Katherine
0000000510918402,1,Key,
0000000110447429,1,Major,Kathleen
0000000110447429,2,Major,Kathleen
0000000110447429,3,Major,Kathleen
0000000110447429,4,Major,Kathleen
0000000110447429,5,Major,Kathleen
0000000110447429,6,Major,Kathleen
0000000110447429,7,Major,Kathleen
0000000510959589,1,Jennings,Hermoine Louisa Fanny
0000000448877602,1,Davis,E. Jeffries
0000000448877602,2,Davis,E. Jeffries
0000000448877602,3,Davis,Eliza Jeffries
0000000510941899,1,Powley,Mary A.
0000000510848790,1,Ogier Ward,Emma Georgina Elizabeth
0000000510938104,1,Henderson,Edith
000000051091871X,1,Brown,A. T.
0000000428007343,1,Swinton,Blanche Arthur Georgina
0000000428007343,2,Swinton,Blanche Arthur Georgina
0000000510845573,1,Rowley-Morris,Agnes
0000000436592896,1,Tyssen-Amherst,Alicia
0000000436592896,2,Amherst,Alicia
0000000436592896,3,Cecil,Evelyn
0000000436592896,4,Rockley,Alicia Margaret Amherst Cecil 
0000000436592896,5,Cecil,Evelyn
0000000436592896,6,Cecil,Evelyn
0000000436592896,7,Cecil,Evelyn
0000000436592896,8,Cecil,Evelyn
0000000436592896,10,Rockley,
0000000071320117,1,Wherry,Albina Lucy Cust 
0000000071320117,2,Albinia Wherry,
0000000071320117,3,Wherry,Albinia
0000000510860263,1,Bell-Irving,Florence
0000000398018286,1,Kirk,Joan Radcliffe
0000000398018286,2,Clarke,J.R.
0000000049993358,1,Walker,Mary Adelaide
0000000049993358,2,Walker,Mary A
0000000049993358,3,Walker,Mary A.
0000000049993358,4,Walker,Mary Adelaide
0000000510848491,1,Middleton,Bella
0000000062995649,1,Graham,Rose
0000000062995649,2,Graham,Rose
0000000062995649,3,Graham,Rose
0000000062995649,4,Graham,Rose
0000000062995649,5,Graham,Rose
0000000062995649,6,Graham,Rose
0000000062995649,7,Graham,Rose
0000000062995649,8,Graham,Rose
0000000062995649,9,Rose Graham,
0000000062995649,10,Graham,Rose
0000000510848870,1,Wotten,Mabel E.
0000000116708503,1,Wood,Margaret Envys
0000000116708503,2,Wood,Margaret
0000000116708503,3,Wood,Margaret
0000000116708503,4,Wood,Margaret
0000000116708503,5,Wood,Margaret
0000000116708503,6,Wood,Margaret
0000000116708503,7,Wood,Margaret
0000000116708503,8,Wood,Margaret
0000000116708503,9,Wood,Margaret
0000000094002947,1,Benton,Sylvia
0000000094002947,2,Benton,Sylvia
0000000094002947,3,Sylvia Benton,
0000000108974430,1,Anderson,M.D.
0000000108974430,2,Anderson,M. D.
0000000108974430,3,Anderson,M. D.
0000000108974430,4,Anderson,M. D.
0000000108974430,5,Anderson,M. D.
0000000108974430,6,Anderson,M. D.
0000000108974430,7,Anderson,Mary Desiree
0000000108974430,8,Anderson,Mary Deśiree
0000000108974430,9,Anderson,Mary Desiree
0000000108974430,10,Anderson,Mary Desiree
0000000108974430,11,Anderson,Mary Deśiree
0000000108974430,12,Anderson,Mary Desiree
0000000500745392,1,Mulley,Jane
0000000500745392,2,Mulley,Jane
0000000510921329,1,Hope,Mary
0000000083439916,1,Gray,Elizabeth Caroline Hamilton
0000000083439916,2,Gray,Elizabeth Caroline
0000000083439916,3,Gray,Elizabeth Caroline Johnstone
0000000083439916,4,Gray,Elizabeth Caroline Johnstone
0000000083439916,5,Gray,Elizabeth Caroline Johnstone
0000000083439916,6,Gray,Elizabeth Caroline Johnstone
0000000083439916,7,Gray,Elizabeth Caroline Johnstone
0000000510959407,1,Auden,Henrietta Mary
0000000510858067,1,Bird,
0000000081455787,1,Seton-Williams,Marjory Veronica
0000000081455787,2,Seton-Williams,M. V.
0000000081455787,3,Seton-Williams,M. V.
0000000081455787,4,Seton-Williams,M. V.
0000000081455787,5,Seton-Williams,M.V.
0000000081455787,6,Seton-Williams,Marjory Veronica
0000000081455787,7,Seton-Williams,Marjory Veronica
0000000081455787,8,Veronica Seton-Williams,
0000000081455787,9,Seton-Williams,Marjory-Veronica
0000000081455787,10,Seton-Williams,M.V.
0000000368585984,1,Piggott,Peggy
0000000368585984,2,Piggott,Peggy
0000000368585984,3,Guido,Margaret
0000000368585984,4,Guido,Margaret
0000000368585984,5,Guido,Margaret
0000000368585984,6,Guido,Margaret
0000000368585984,7,Guido,Margaret
000000051088410X,1,Haddon,Miss
0000000061412368,1,Rose-Troup,Frances
0000000061412368,2,Rose-Troup,Frances
0000000061412368,3,Rose-Troup,Frances
0000000061412368,4,Rose-Troup,Frances
0000000490952215,1,Murray-Aynsley,Harriet Georgiana Maria
0000000490952215,2,Murray-Aynsley,Harriet Georgiana Maria
0000000510844239,1,Wetherall,Isabel
0000000044291218,1,Jones,Caroline Rachel
0000000044291218,2,Jones,Mrs Herbert
0000000081311572,1,Faraday,Lucy Winifred
0000000081311572,2,Faraday,Lucy Winifred
0000000081311572,3,Faraday,L. Winifred
0000000081311572,4,Faraday,L. Winifred
0000000081311572,5,Faraday,L.
0000000081311572,6,Faraday,Winifred
0000000081311572,7,Faraday,Winifred
0000000081311572,8,Lucy Winifred Faraday,
0000000045171728,1,Carey,Edith Frances
0000000045171728,2,Carey,Edith F.
0000000045171728,3,Carey,Edith F.
0000000510923121,1,Lee,Kate
0000000510864002,1,Cox,Constance Louise
0000000056902637,1,Longhurst,Margaret Helen
0000000056902637,2,Longhurst,Margaret H.
0000000056902637,3,Longhurst,Margaret Helen
0000000056902637,4,Longhurst,Margaret
0000000056902637,5,Margaret Longhurst,
0000000510935798,1,Radford,Ursula Mary
0000000109537697,1,Broadwood,Lucy E.
0000000109537697,2,Broadwood,Lucy E.
0000000109537697,3,Broadwood,Lucy Etheldred
0000000109537697,4,Broadwood,Lucy Etheldred
0000000109537697,5,Broadwood,Lucy Etheldred
0000000109537697,6,Broadwood,Lucy Etheldred
0000000109537697,7,Broadwood,Lucy Etheldred
0000000109537697,8,Broadwood,Lucy Etheldred
0000000109537697,9,Broadwood,Lucy Etheldred
0000000109537697,10,Broadwood,Lucy Etheldred
0000000109537697,11,Lucy Broadwood,
0000000109537697,12,Broadwood,Lucy Etheldred
0000000109537697,13,Broadwood,Lucy E.
0000000510858024,1,Forster,Eliza Ann
0000000510845629,1,Place,Anne Sophia
0000000510848969,1,Deane,Louisa Elizabeth
0000000497402195,1,Durham,Frances Hermia
0000000497402195,2,Durham,F. H
0000000510880141,1,Lega-Weekes,Ethel
0000000110208778,1,Toynbee,Jocelyn Mary Catherine
0000000110208778,2,Toynbee,Jocelyn M.C.
0000000110208778,3,Toynbee,J.M.C.
0000000110208778,4,Jocelyn Toynbee,
0000000110208778,5,Toynbee,J. M. C.
0000000110208778,6,Toynbee,J. M. C.
0000000110208778,7,Toynbee,J. M. C.
0000000110208778,8,Toynbee,J. M. C.
0000000110208778,9,Toynbee,J. M. C.
0000000110208778,10,Toynbee,J. M. C.
0000000110208778,11,Toynbee,Jocelyn M. C.
0000000110208778,12,Toynbee,Jocelyn Mary Catherine
0000000110208778,13,Toynbee,Jocelyn Mary Catherine
0000000110208778,14,Toynbee,Jocelyn Mary Catherine
0000000110208778,15,Toynbee,Jocelyn Mary Catherine
0000000110208778,16,Toynbee,J.M.C.
0000000110208778,17,Toynbee,J. M. C.
0000000385517123,1,De Cardi,Beatrice
0000000385517123,2,Beatrice De Cardi,
0000000385517123,3,De Cardi,B.
0000000385517123,4,De Cardi,Beatrice
0000000385517123,5,De Cardi,Beatrice
0000000385517123,6,De Cardi,Beatrice
0000000385517123,7,دي كاردي، بياتريس،,
0000000385517123,8,De Cardi,Beatrice
0000000385517123,9,De Cardi,Beatrice
0000000510967394,1,Holden,Evelyn Mary
0000000116773129,1,Brogan,Olwen
0000000116773129,2,Hackett,Olwen
0000000116773129,3,Hackett,Olwen
0000000116773129,4,Hackett,Olwen
0000000116773129,5,Hackett,Olwen
0000000116773129,6,Hackett,Olwen
0000000116773129,7,Brogan,Olwen
0000000116773129,8,Brogan,Olwen
0000000116773129,9,Hackett,Olwen
000000051084567X,1,Bazeley,Margaret Ley
0000000510923236,1,Mrs Everett,
0000000510867094,1,Pritchard,Edith M.
0000000444619569,1,Cecil,Mary Rothes Margaret 
0000000444619569,2,Amherst,Mary Rothes Margaret Tyssen-Amherst Cecil
0000000444619569,3,Amherst,Mary Rothes Margaret
0000000444619569,4,Mary Rothes Margaret Cecil,Baroness Amherst of Hackney
000000008199334X,1,Williams,Jane
000000008199334X,2,Williams,Jane
000000008199334X,3,Williams,Jane
000000008199334X,4,Jane Williams,
000000008199334X,5,Williams,Jane
000000008199334X,6,Williams,Jane
000000008199334X,7,Williams,Jane
000000008199334X,8,Williams,Jane
000000008199334X,9,Williams,Jane
000000051088330X,1,Silver,
0000000122811689,1,Gibson,Margaret Dunlop
0000000122811689,2,Gibson,Margaret Dunlop
0000000122811689,3,Ghibsūn,Mārgharịtā Danlab
0000000122811689,4,Gibson,Margaret D.
0000000122811689,5,Gibson,Margaret Dunlop
0000000122811689,6,Gibson,Margaret Dunlop
0000000122811689,7,Gibson,Margaret Dunlop
0000000122811689,8,Gibson,Margaret Dunlop
0000000122811689,9,Gibson,Margaret Dunlop
0000000122811689,10,Gibson,Margaret Dunlop
0000000122811689,11,Gibson,Margaret Dunlop
0000000122811689,12,Margaret Dunlop Gibson,
0000000122811689,13,ܓܒܣܢ,ܡܪܓܪܝܬ
0000000122811689,14,Gibson,Margaret Dunlop
0000000122811689,15,Gibson,Margaret Dunlop
0000000510941776,1,Matcham,Mary Harriet Eyre
0000000397615855,1,Lathbury Evans,Maria Millington
0000000397615855,2,Evans,Maria Millington
0000000397615855,3,Evans,Maria Millington
0000000397615855,4,Evans,Maria Millington Lathbury
0000000397615855,5,Lathbury,Maria Millington
0000000510936053,1,Eyre,Lucy Margaret
0000000073638401,1,Batty,Beatrice
0000000073638401,2,Batty,Beatrice
0000000073638401,3,Batty,Beatrice
0000000073638401,4,Batty,Beatrice
0000000073638401,5,Batty,Beatrice
0000000510918074,1,Ward,Louisa Anne
0000000510883457,1,Mason,
0000000510845602,1,Lupton,Mary G.
0000000060023328,1,Wake,Joan
0000000060023328,2,Wake,Joan
0000000083427288,1,Jamison,Evelyn Mary
0000000083427288,2,Jamison,Evelyn Mary
0000000083427288,3,Evelyn Jamison,
0000000083427288,4,Jamison,Evelyn M.
0000000083427288,5,Jamison,Evelyn M.
0000000083427288,6,Jamison,Evelyn M.
0000000083427288,7,Jamison,Evelyn M.
0000000083427288,8,Jamison,Evelyn M.
0000000083427288,9,Jamison,Evelyn M.
0000000083427288,10,Jamison,Evelyn M.
0000000083427288,11,Jamison,Evelyn
0000000510867414,1,Walker,Kathleen
0000000397510375,1,Sellers,Maud
0000000397510375,2,Sellers,Maud
0000000397510375,3,Sellers,Maud
0000000510883473,1,Tatlock,Harriet Helen
0000000510860095,1,Grenfell,Alice
0000000510918736,1,Cobb,Monica
0000000120326874,1,Davidson,Hilda Roderick Ellis
0000000120326874,2,Davidson,Hilda Roderick Ellis
0000000120326874,3,Davidson,H.R. Ellis
0000000120326874,4,Davidson,Hilda Roderick Ellis
0000000120326874,5,Davidson,H. R. Ellis
0000000120326874,6,Davidson,H. R. Ellis
0000000120326874,7,Davidson,H.R. Ellis
0000000120326874,8,Davidson,Hilda Ellis
0000000120326874,9,Davidson,Hilda Ellis
0000000120326874,10,Davidson,Hilda Roderick Ellis
0000000120326874,11,Davidson,Hilda Roderick Ellis
0000000120326874,12,Davidson,Hilda Roderick Ellis
0000000120326874,13,Davidson,Hilda Roderick Ellis
0000000120326874,14,Davidson,Hilda Roderick Ellis
0000000120326874,15,Davidson,Hilda Roderick Ellis
0000000120326874,16,Davidson,Hilda Roderick Ellis
0000000120326874,17,Davidson,Hilda Roderick Ellis
0000000120326874,18,Davidson,H. R. Ellis
0000000120326874,19,Hilda Ellis Davidson,
0000000120326874,20,Davidson,Hilda Roderick Ellis
0000000120326874,21,Davidson,H.R. Ellis
0000000120326874,22,Davidson,Hilda Ellis
0000000116213578,1,Hull,Eleanor Henrietta
0000000116213578,2,Hull,Eleanor
0000000116213578,3,Hull,Eleanor
0000000116213578,4,Hull,Eleanor
0000000116213578,5,Eleanor Hull,
0000000116213578,6,Hull,Eleanor
0000000116213578,7,Hull,Eleanor
0000000116213578,8,Hull,Eleanor
0000000116213578,9,Hull,Eleanor
0000000116213578,10,Hull,Eleanor
0000000116213578,11,Hull,Eleanor
0000000116213578,12,Hull,Eleanor
0000000510869647,1,Stokes,
000000048662637X,1,Hinde,Hildegarde Beatrice
000000048662637X,2,Hinde,Hildegarde
0000000383619839,1,Keate,E. M.
0000000383619839,2,Keate,Edith Murray
0000000383619839,3,Keate,Edith Murray
0000000383619839,4,Keate,Edith Murray
0000000510884142,1,Hulme,Annie E.
0000000510917709,1,Grant,Rosalie
0000000510858462,1,Power,Mrs Edward
0000000108974262,1,Petter,Helen Mary
0000000108974262,2,Petter,Helen Mary
0000000108974262,3,Petter,Helen Mary
0000000108974262,4,Petter,Helen Mary
0000000108974262,5,Petter,Helen Mary
0000000108974262,6,Petter,Helen Mary
0000000510938024,1,Layard,Florence Louisa
0000000510963852,1,Miss Allen,
0000000510842508,1,Price,Annie E.
000000044881920X,1,Mackellar,Mary
000000044881920X,2,Mackellar,Mary Cameron
000000044881920X,3,Mary Mackellar,
0000000038999738,1,Stebbing,Grace
0000000038999738,2,Stebbing,Grace
0000000083443069,1,Schreiber,Charlotte
0000000083443069,2,Guest,Charlotte
0000000083443069,3,Guest,Charlotte
0000000083443069,4,Lady Charlotte Elizabeth Guest,
0000000083443069,5,Schreiber,Charlotte Elizabeth
0000000083443069,6,Schreiber,Charlotte Elizabeth Bertie Guest
0000000083443069,7,Schreiber,Charlotte
0000000083443069,8,Schreiber,Charlotte
0000000083443069,9,Schreiber,Charlotte
0000000083443069,10,Schreiber,Charlotte Lady
0000000083443069,11,Schreiber,Charlotte
0000000083443069,12,Schreiber,Charlotte
0000000083443069,13,Schreiber,Charlotte
0000000083443069,14,Schreiber,Charlotte
0000000083443069,15,Guest,Charlotte
0000000510823083,1,Blair,
0000000510844327,1,Knowles,Josephine
000000051091791X,1,Chapman,Agnes
0000000067009318,1,Tufnell,Olga
0000000067009318,2,Tufnell,Olga
0000000067009318,3,Olga Tufnell,
0000000067009318,4,Tufnell,Olga
0000000067009318,5,Tufnell,Olga
0000000067009318,6,Tufnell,Olga
0000000067009318,7,Tufnell,Olga
0000000067009318,8,Tufnell,Olga
0000000067009318,9,Tufnell,Olga
0000000067009318,10,Tufnell,Olga
0000000082513061,1,Godber,Amy Joyce
0000000082513061,2,Godber,Joyce
0000000082513061,3,Godber,Joyce
0000000510858382,1,Kingdon,
0000000510866841,1,Hansard,Winifred
0000000440945009,1,Chambrier,Marie de
0000000440945009,2,Chambrier,Marie de
0000000510858112,1,Nichols,Emily Mary
000000044879468X,1,Abram,Annie
000000044879468X,2,Abram,A.
000000044879468X,3,Annie Abram,
0000000510863990,1,Berkeley,
0000000110252496,1,Whinney,Margaret Dickens
0000000110252496,2,Whinney,Margaret
0000000110252496,3,Margaret Whinney,
0000000110252496,4,Whinney,Margaret
0000000110252496,5,Whinney,Margaret Dickens
0000000110252496,6,Whinney,Margaret Dickens
0000000110252496,7,Whinney,Margaret Dickens
0000000110252496,8,Whinney,Margaret Dickens
0000000110252496,9,Whinney,Margaret Dickens
0000000110252496,10,Whinney,Margaret
0000000110252496,11,Whinney,Margaret
0000000110252496,12,Whinney,Margaret
0000000510863819,1,Jeddere-Fisher,Emma
0000000397925853,1,Collyer,Adelaide Martha
0000000397925853,2,Collyer,Adelaide D'Arcy
0000000397925853,3,Collyer,Adelaide D'Arey
0000000510934787,1,Noble,Mary E.
000000051093746X,1,Clark,Jane
0000000059031558,1,Stokes,Ethel
0000000059031558,2,Stokes,Ethel
0000000059031558,3,Stokes,Ethel
0000000059031558,4,Stokes,Ethel
0000000510832481,1,Senhouse,Rose Mary Le Fleming
0000000081423515,1,Stokes,Margaret
0000000081423515,2,Stokes,Margaret
0000000081423515,3,Margaret Stokes,
0000000081423515,4,Stokes,Margaret MacNair
0000000081423515,5,Stokes,Margaret MacNair
0000000081423515,6,Stokes,Margaret
0000000081423515,7,Stokes,Margaret
0000000081423515,8,Stokes,Margaret
0000000081423515,9,Stokes,Margaret
0000000081423515,10,Stokes,Margaret
0000000510860474,1,Crewdson,Gwendolen
0000000081470071,1,Fry,Katharine
0000000081470071,2,Fry,Katharine
0000000081470071,3,Fry,Katharine
0000000081470071,4,Fry,Katharine
0000000081470071,5,Fry,Katharine
0000000063154710,1,Coleridge,Christabel Rose
0000000063154710,2,Christabel Rose Coleridge,
0000000063154710,3,Coleridge,Christabel R.
0000000063154710,4,Coleridge,Christabel R.
0000000063154710,5,Coleridge,Christabel R.
0000000063154710,6,Coleridge,Christabel Rose
0000000063154710,7,Coleridge,Christabel
0000000510967415,1,Lady cataloguer,
0000000510922997,1,Scourfield,Francesca
0000000510842524,1,Johnstone,Grace
0000000510883545,1,Leonard,Georgia Louise
0000000063008414,1,Harris,Mary Dormer
0000000063008414,2,Harris,Mary Dormer
0000000063008414,3,Harris,Mary Dormer
0000000063008414,4,Harris,Mary Dormer
0000000063008414,5,Harris,Mary Dormer
0000000063008414,6,Harris,Mary Dormer
0000000063008414,7,Harris,Mary Dormer
0000000063008414,8,Harris,Mary Dormer
0000000510866884,1,Willoughby,"Eliza Maria, Lady Middleton"
0000000510863915,1,Magnusson,Sigríður
0000000065709599,1,Weld,Agnes Grace
0000000065709599,2,Weld,Agnes Grace
0000000082380705,1,Mothersole,Jessie
0000000082380705,2,Mothersole,Jessie
0000000082380705,3,Mothersole,Jessie
0000000082380705,4,Mothersole,Jessie
0000000082380705,5,Mothersole,Jessie
0000000082380705,6,Mothersole,Jessie
0000000082380705,7,Mothersole,Jessie
0000000510964492,1,Ramsay,Margaret
0000000510936061,1,Sefton-Jones,Margaret
0000000140877219,1,Morrison,Mabel
0000000140877219,2,Morrison,Mabel
0000000510937531,1,Herbert,Florentia Caroline
0000000416724062,1,Murray,Frances
0000000416724062,2,F. M,
0000000510964978,1,Beeby,Eleanor M.
0000000510845733,1,Minet,Alice
0000000510857654,1,Baker,Cecily M.
0000000510884070,1,Frere,E. C.
0000000510880125,1,Peacock,Florence
0000000510869671,1,Welby,Frances
0000000510868695,1,Cornford,Margaret
0000000498661252,1,Greg,Mary Hope
0000000498661252,2,Greg,Mary
0000000080968759,1,Bell,Gertrude
0000000080968759,2,Bell,Gertrude
0000000080968759,3,Bell,Gertrude Lowthian
0000000080968759,4,Bell,Gertrude Lowthian
0000000080968759,5,Bell,Gertrude Lowthian
0000000080968759,6,Bell,Gertrude Lowthian
0000000080968759,7,Bell,Gertrude Lowthian
0000000080968759,8,Bell,Gertrude Lowthian
0000000080968759,9,Bell,Gertrude Lowthian
0000000080968759,10,Bell,Gertrude Lowthian
0000000080968759,11,Bell,Gertrude Lowthian
0000000080968759,12,Bell,Gertrude Lowthian
0000000080968759,13,Bell,Gertrude Margaret Lowthian
0000000080968759,14,Bell,Gertrude
0000000080968759,15,Bell,Gertrude
0000000080968759,16,Gertrude Bell,
0000000080968759,17,Bell,Gertrude Lowthian
0000000080968759,18,Bell,Gertrude
0000000080968759,19,Bell,Gertrude Lowthian
0000000450177250,1,Prideaux,Edith K.
0000000450177250,2,Prideaux,Edith K.
0000000510845784,1,Baker,
0000000510941725,1,Mee,Alice Anne
0000000510857515,1,Binns,Joyce
0000000510866796,1,Moore,Elsie Matley
0000000063078527,1,Cotton,Molly
0000000063078527,2,Cotton,Mary Aylwin
0000000063078527,3,Cotton,Molly Aylwin
0000000063078527,4,Cotton,M. Aylwin
0000000063078527,5,Cotton,M. Aylwin
0000000063078527,6,Cotton,M. Aylwin
0000000510941995,1,Wood,Christina S.
0000000049187946,1,Poole,Rachael
0000000049187946,2,Poole,Rachael Emily
0000000049187946,3,Poole,Rachael
0000000049187946,4,Poole,Rachael
0000000049187946,5,Poole,Rachael
0000000049187946,6,Rachael Poole,
0000000510883270,1,Day,E. B.
0000000510848360,1,Stopford-Sackville,Edith Frances
000000051093551X,1,O'Grady,Frances Arabella
000000050445607X,1,Andrews,Emily J.
000000050445607X,2,Harding,Emily
0000000070983437,1,Cox,Marian Roalfe
0000000070983437,2,Cox,Marian Emily Roalfe
0000000070983437,3,Cox,Marian Roalfe
0000000070983437,4,Cox,Marian Roalfe
0000000070983437,5,Cox,Marian Roalfe
0000000070983437,6,Cox,Marian Roalfe
0000000070983437,7,Marian Roalfe Cox,
0000000070983437,8,Cox,M.R.
0000000510863835,1,Ewart,Mary Anne
0000000078806857,1,Dobson,Dina Portway
0000000078806857,2,Dobson,Dina Portway
0000000078806857,3,Dobson,Dina Portway
0000000510950074,1,Keary,Alice Annie
0000000510867385,1,Tysack,
0000000510845522,1,Long,Margaret C.
0000000510941717,1,Stevenson,Mary L.
0000000510858278,1,Knight,
0000000510967108,1,Gosset,Mary Harriet
0000000121443562,1,Victoria,
0000000121443562,2,Queen Victoria,
0000000121443562,3,Victoria,
0000000121443562,4,Victoria,
0000000121443562,5,Victoria,
0000000121443562,6,Queen Victoria,
0000000121443562,7,Victoria I,
0000000121443562,8,Victoria,
0000000121443562,9,Victoria,
0000000121443562,10,Victoria,Queen of Great Britain
0000000121443562,11,Victoria,Queen of Great Britain
0000000121443562,12,Victoria,
0000000121443562,13,Victoria,
0000000121443562,14,Victoria,
0000000121443562,15,Victoria,
0000000121443562,16,Victoria,
0000000121443562,17,Victoria,
0000000121443562,18,Victoria,
0000000121443562,19,Victoria,
0000000121443562,21,Viktoria,
0000000121443562,22,Viktoria,
0000000121443562,23,Viktoria,
0000000121443562,24,Viktorie,
0000000121443562,25,Wiktoria,
0000000121443562,26,Wiktoria,
0000000121443562,27,Victoria,
0000000121443562,28,Victoria,
0000000080322608,1,Rivett-Carnac,Marion
0000000080322608,2,Rivett-Carnac,Marion
0000000510848854,1,Hodgson,Katherine Sophia
0000000385049980,1,Curle,C. L.
0000000385049980,2,Curle,Cecil Louisa
0000000385049980,3,Curle,C. L.
0000000385049980,4,Curle,C. L.
0000000385049980,5,Curle,C.L.
0000000385049980,6,Curle,C.
0000000385049980,7,Curle,C.
0000000510958789,1,Cameron,Morag
0000000121468081,1,Hawkes,Jacquetta
0000000121468081,2,Hawkes,Jacquetta
0000000121468081,3,Hawkes,Jacquetta
0000000121468081,4,Hawkes,Jacquetta
0000000121468081,5,Hawkes,Jacquetta Hopkins
0000000121468081,6,Hawkes,Jacquetta
0000000121468081,7,Hawkes,Jacquetta Hopkins
0000000121468081,8,Hawkes,Jacquetta Hopkins
0000000121468081,9,Hawkes,Jacquetta
0000000121468081,10,Hawkes,Jacquetta
0000000121468081,11,Hawkes,Jacquetta Hopkins
0000000121468081,12,هاوكس، ج.،,
0000000121468081,13,Hawkes,Jacquetta
0000000121468081,14,Hawkes,Jacquetta
0000000121468081,15,HAWKES,Jacquetta
0000000121468081,16,Hawkes,Jacquetta
0000000121468081,17,Hawkes,Jacquetta
0000000510941944,1,Helyar,Theodora
0000000510937021,1,Jervis,Martha
0000000448906952,1,Knowles,Matilda Cullen
0000000448906952,2,Knowles,Matilda C.
0000000448906952,3,Matilda Cullen Knowles,
000000051085818X,1,Baldwinson,Mrs George
000000011027584X,1,Kenyon,Kathleen
000000011027584X,2,Kenyon,Kathleen M.
000000011027584X,3,Kathleen Kenyon,
000000011027584X,4,Kenyon,Kathleen M.
000000011027584X,5,Kenyon,Kathleen Mary
000000011027584X,6,Kenyon,Kathleen Mary
000000011027584X,7,Kenyon,Kathleen Mary
000000011027584X,8,Kenyon,Kathleen Mary
000000011027584X,9,Kenyon,Kathleen Mary
000000011027584X,10,Kenyon,Kathleen Mary
000000011027584X,11,Kenyon,Kathleen Mary
000000011027584X,12,Kenyon,Kathleen Mary
000000011027584X,13,Kenyon,Kathleen Mary
000000011027584X,14,Kenyon,Kathleen Mary
000000011027584X,15,Kenyon,Kathleen Mary
0000000510923228,1,Wilson,Jane
0000000510823171,1,Whitley,Margaret
0000000510848651,1,White,Rachel Evelyn
0000000083799233,1,Kemp-Welch,Alice
0000000083799233,2,Kemp-Welch,Alice
0000000083799233,3,Kemp-Welch,Alice
0000000083799233,4,Kemp-Welch,Alice
0000000083799233,5,Kemp-Welch,Alice
