isni,name_count,surname,forename
0000000083799233,6,Kemp-Welch,Alice
0000000083799233,7,Kemp-Welch,Alice
0000000510869663,1,Hartshorne,Emily Sophia
0000000510860431,1,Marcen,
000000051088322X,1,Peck,
0000000510923607,1,Greene,Dorothy
0000000081281086,1,Simcox,Edith Jemima
0000000081281086,2,Simcox,Edith Jemima
0000000081281086,3,Edith Simcox,
0000000081281086,4,Simcox,E. J.
0000000081281086,5,Simcox,E. J.
0000000081281086,6,Simcox,E. J.
0000000081281086,7,Simcox,Edith J.
0000000081281086,8,Simcox,Edith Jemima
0000000081281086,9,Simcox,Edith Jemima
0000000081281086,10,Simcox,Edith Jemima
0000000081281086,11,Simcox,Edith J.
0000000510842487,1,Dyson,J.
0000000510870170,1,Peckover,Susannah
0000000510918672,1,Jackson,Hannah Gwilt
0000000398037583,1,Parkes,Joan
0000000398037583,2,Parkes,Joan
0000000398037583,3,Parkes,Joan
0000000398037583,4,Parkes,Joan
0000000510937558,1,Perry,Mary P.
0000000067751977,1,Shillington,Violet Mary
0000000067751977,2,Shillington,V. M.
0000000067751977,3,Shillington,V. M.
0000000067751977,4,Shillington,Violet Mary
0000000510845450,1,Spiers,
000000051092292X,1,Terrell,Irene
0000000061508650,1,Churchill,Irene Josephine
0000000061508650,2,Churchill,Irene Josephine
0000000061508650,3,Churchill,Irene Josephine
0000000061508650,4,Churchill,Irene Josephine
0000000061508650,5,Churchill,Irene Josephine
0000000061508650,6,Churchill,Irene Josephine
0000000510866729,1,Morgan,Gwenllian Elizabeth Fanny
0000000048794955,1,Verney,Margaret Maria
0000000048794955,2,Margaret Verney,
0000000048794955,3,Verney,Margaret Maria Williams-Hay
0000000048794955,4,Verney,Margaret Maria
0000000048794955,5,Verney,Margaret Maria
0000000048794955,6,Hay Williams,Margaret Maria
000000012276275X,1,Kingsley,Mary Henrietta
000000012276275X,2,Kingsley,Mary H.
000000012276275X,3,Kingsley,Mary Henrietta
000000012276275X,4,Kingsley,Mary
000000012276275X,5,Kingsley,Mary Henrietta
000000012276275X,6,Kingsley,Mary Henrietta
000000012276275X,7,Kingsley,Mary Henrietta
000000012276275X,8,Kingsley,Mary Henrietta
000000012276275X,9,Kingsley,Mary Henrietta
000000012276275X,10,Kingsley,Mary Henrietta
000000012276275X,11,Kingsley,Mary Henrietta
000000012276275X,12,Kingsley,Mary Henrietta
000000012276275X,13,Kingsley,Mary Henrietta
000000012276275X,14,Kingsley,Mary Henrietta
000000012276275X,15,Kingsley,Mary Henrietta
000000012276275X,16,Kingsley,Mary
000000012276275X,17,Mary Kingsley,
000000012276275X,18,Kingsley,Mary Henrietta
000000012276275X,19,Kingsley,Mary
0000000510883422,1,Goodison,Anne
0000000510848643,1,Ramsey,Agnes
0000000433512651,1,Conway,Agnes Ethel
0000000433512651,2,Conway,Agnes Ethel
0000000433512651,3,Conway,Agnes Ethel
000000051084583X,1,Perceval,Mary Ellen Vere
0000000510922866,1,Frost,Marian
0000000084270024,1,Goodrich-Freer,Ada
0000000084270024,2,Goodrich-Freer,A.
0000000084270024,3,Ada Goodrich-Freer,
0000000084270024,4,Goodrich-Freer,A.
0000000084270024,5,Goodrich-Freer,A.
0000000084270024,6,Goodrich-Freer,Ada
0000000084270024,7,Goodrich-Freer,Adela M.
0000000510966746,1,Hogg,M. A.
0000000510918496,1,Liddell,Dorothy Mary
0000000510867318,1,Tilley,Edith
0000000050587111,1,Meakin,Annette Mary Budgett
0000000050587111,2,Annette Mary Budgett Meakin,
0000000050587111,3,Meakin,Annette M. B
0000000050587111,4,Meakin,Annette M. B.
0000000050587111,5,Meakin,Annette M. B.
0000000050587111,6,Meakin,Annette M. B.
0000000050587111,7,Meakin,Annette M. B.
0000000050587111,8,Meakin,Annette M.B.
0000000510863712,1,Hale-Hilton,Sophia Letitia
0000000510967095,1,Kennedy,Anne
0000000510959802,1,Harrison,Marian Chilton
0000000510866921,1,Roper,Ida Mary
0000000510867182,1,Nixon,Olive
0000000510934453,1,Threipland,Margaret Eleanore Murray
0000000069202832,1,Marcouse,Renee
0000000069202832,2,Marcouse,Renee
0000000069202832,3,Marcouse,Renee
0000000069202832,4,Marcouse,Renee
0000000069202832,5,Marcouse,Renee
0000000069202832,6,Marcouse,Renee
0000000069202832,7,Marcouse,Renee
0000000069202832,8,Marcouse,Renee
0000000067090857,1,Ffarington,Susan Maria
0000000067090857,2,Ffarington,Susan Maria
0000000067090857,3,Ffarington,Susan Maria
0000000067090857,4,Ffarington,Susan Maria
0000000067090857,5,Ffarington,Susan Maria
0000000067090857,6,Ffarington,Susan Maria
0000000067090857,7,Susan Maria Ffarington,
0000000448191627,1,Tyssen-Amherst,Margaret Susan
0000000448191627,2,Amherst,Margaret Susan Mitford
0000000111933939,1,Tirard,Helen Mary
0000000111933939,2,Helen Mary Tirard,
0000000111933939,3,Tirard,H. M.
0000000111933939,4,Tirard,Helen Mary
0000000081229288,1,Scott-Thomson,Gladys
0000000081229288,2,Thomson,Gladys Scott
0000000081229288,3,Thomson,Gladys Scott
0000000081229288,4,Thomson,Gladys Scott
0000000081229288,5,Scott Thomson,Gladys
0000000081229288,6,Thomson,Gladys Scott
0000000081229288,7,Thomson,Gladys Scott
0000000081229288,8,Thomson,Gladys Scott
0000000081229288,9,Thomson,Gladys Scott
0000000081229288,10,Thomson,Gladys Scott
0000000081229288,11,Thomson,Gladys Scott
0000000510963182,1,Engholm,Alice
0000000510860546,1,Weston,
0000000510938139,1,Welch,Margery Katherine
0000000049122819,1,Bethell,Augusta
0000000049122819,2,Bethell,Augusta
0000000510857582,1,Garbett,Henrietta Lucy Elizabeth
0000000117455712,1,Eates,Margot
0000000117455712,2,Eates,Margot
0000000117455712,3,Eates,Margot
0000000117455712,4,Eates,Margot
0000000117455712,5,Eates,Margot
0000000510870330,1,Thompson,W. J.
0000000510860933,1,Radford,Emma Louisa
000000003743943X,1,Kingsford,Florence
000000003743943X,2,Cockerell,Florence Kingsford
000000003743943X,3,Florence Kate Kingsford,
000000003743943X,4,Kingsford,F.
000000003743943X,5,Kingsford,Florence Kate
0000000077471071,1,Coulson,Constance J. D.
0000000077471071,2,Coulson,Constance J. D.
0000000510884126,1,Tanner,Ellen Mary
0000000071995704,1,Clarke,Maude Violet
0000000071995704,2,Clarke,Maude Violet
0000000071995704,3,Clarke,Maude Violet
0000000071995704,4,Clarke,M. V.
0000000071995704,5,Clarke,M. V.
0000000071995704,6,Clarke,Maude V.
0000000071995704,7,Clarke,Maude Violet
0000000071995704,8,Clarke,Maude Violet
0000000071995704,9,Clarke,Maude Violet
0000000071995704,10,Maude Clarke,
0000000510963959,1,Mawr,Emma B.
0000000115646080,1,Hill,Rosalind Mary Theodosia
0000000115646080,2,Hill,Rosalind M.T.
0000000115646080,3,Hill,Rosalind Mary Theodosia
0000000115646080,4,Hill,Rosalind M. T.
0000000115646080,5,Hill,Rosalind M. T.
0000000115646080,6,Hill,Rosalind M. T.
0000000115646080,7,Hill,Rosalind M. T.
0000000115646080,8,Hill,Rosalind M. T.
0000000115646080,9,Hill,Rosalind M. T.
0000000115646080,10,Hill,Rosalind M.T.
0000000115646080,11,Hill,Rosalind Mary Theodosia
0000000115646080,12,Rosalind Hill,
0000000081113058,1,Werner,Alice
0000000081113058,2,Werner,A.
0000000081113058,3,Werner,Alice
0000000081113058,4,Werner,Alice
0000000081113058,5,Alice Werner,
0000000081113058,6,Werner,Alice
0000000081113058,7,Werner,Alice
0000000081113058,8,Werner,Alice
0000000081113058,9,Werner,Alice
0000000081113058,10,Werner,Alice
0000000081113058,11,Werner,Alice
0000000081113058,12,Werner,Alice
0000000081113058,13,Werner,Alice
0000000081113058,14,Werner,Alice
0000000434865731,1,Edmonds,Elisabeth Mayhew
0000000434865731,2,Edmonds,Elisabeth Mayhew
0000000434865731,3,Edmonds,Elizabeth Mayhew
0000000096500042,1,Lomas,Sophia Crawford
0000000096500042,2,Lomas,S. C.
0000000096500042,3,Lomas,S. C.
0000000096500042,4,Lomas,S. C.
0000000096500042,5,Lomas,Sophia C.
0000000096500042,6,Lomas,Sophia Crawford
0000000096500042,7,Lomas,Sophia Crawford
0000000122135369,1,Garrett,Rhoda
0000000122135369,2,Garrett,Rhoda
0000000122135369,3,Garrett,Rhoda
0000000122135369,4,Garrett,Rhoda
0000000122135369,5,Garrett,Rhoda
0000000510883609,1,Tribe,
0000000510937590,1,Birch,Janet Elizabeth
0000000385417069,1,Gutch,Eliza Hutchinson
0000000385417069,2,Eliza Gutch,
0000000385417069,3,Gutch,
0000000118907995,1,Hasluck,Margaret
0000000118907995,2,Hasluck,Margaret M.
0000000118907995,3,Hasluck,Margaret Masson Hardie
0000000118907995,4,Hasluck,Margaret Masson Hardie
0000000118907995,5,Hasluck,Margaret Masson Hardie
0000000118907995,6,Hasluck,Margaret Masson Hardie
0000000118907995,7,Margaret Hasluck,
0000000118907995,8,Hasluck,Margaret Masson Hardie
0000000510867297,1,Bateson,Elizabeth
0000000122090359,1,Morris,Jane
0000000122090359,2,Jane Morris,
0000000122090359,3,Morris,Jane Burden
0000000122090359,4,Morris,Jane Burden
0000000122090359,5,Morris,Jane Burden
0000000122090359,6,Morris,Jane Burden
0000000122090359,7,Morris,Jane
0000000122090359,8,Morris,Jane
0000000122090359,9,Morris,Jane
0000000122090359,10,Morris,Jane
0000000108945496,1,Liversidge,Joan Eileen Annie
0000000108945496,2,Liversidge,Joan
0000000108945496,3,Liversidge,Joan
0000000108945496,4,Liversidge,Joan
0000000108945496,5,Liversidge,Joan
0000000108945496,6,Liversidge,Joan
0000000108945496,7,Liversidge,Joan
0000000083388565,1,Richter,Gisela Marie Augusta
0000000083388565,2,Richter,Gisela M.A.
0000000083388565,3,Richter,Gisela M. A
0000000083388565,4,Richter,Gisela M. A.
0000000083388565,5,Gisela Richter,
0000000083388565,6,Richter,Gisela M. A.
0000000083388565,7,Richter,Gisela M. A.
0000000083388565,8,Richter,Gisela Marie Augusta
0000000083388565,9,Richter,Gisela Marie Augusta
0000000083388565,10,Richter,Gisela Marie Augusta
0000000083388565,11,Richter,Gisela Marie Augusta
0000000083388565,12,Richter,Gisela Marie Augusta
0000000083388565,13,Richter,Gisela Marie Augusta
0000000083388565,14,Richter,Gisela Marie Augusta
0000000083388565,15,Richter,Gisela Marie Augusta
0000000083388565,16,Richter,Gisela Marie Augusta
0000000083388565,17,Richter,Gisela Marie Augusta
0000000083388565,18,Richter,Gisela Marie Augusta
0000000083388565,19,Richter,Gisela Maria Augusta
0000000083388565,20,Richter,Gisela M.A.
0000000083388565,21,Richter,Gisela Marie Augusta
0000000041120202,1,Roper,Anne
0000000041120202,2,Roper,Anne
0000000510844407,1,Pyne,Kate Lawless
000000051085826X,1,Hugo,Agnes Jane
0000000510848942,1,Dallas,Vera Mary
0000000510964708,1,Welsh,Silvia Mary
0000000501092776,1,Parker-Mallowan,Barbara
0000000501092776,2,Parker,B
0000000061458454,1,Welsford,Anne
0000000061458454,2,Welsford,A. E.
0000000061458454,3,Welsford,A. E.
000000051086394X,1,Birkmyre,Katharine
0000000063006152,1,Norgate,Kate
0000000063006152,2,Norgate,Kate
0000000063006152,3,Kate Norgate,
0000000063006152,4,Norgate,Kate
0000000063006152,5,Norgate,Kate
0000000063006152,6,Norgate,Kate
0000000063006152,7,Norgate,Kate
0000000063006152,8,Norgate,Kate
0000000063006152,9,Norgate,Kate
0000000063006152,10,Norgate,Kate
0000000063006152,11,Norgate,Kate
0000000038876447,1,Mackay,Dorothy Mary
0000000038876447,2,Mackay,Dorothy
0000000510847966,1,Okeover,
0000000382443085,1,Kerr,Louisa Hay
0000000382443085,2,Kerr,Mrs Alexander
000000051093789X,1,Stacpoole,"Gwendoline, Clare"
0000000510859916,1,Gordon,
0000000510867393,1,Moulton-Barrett,
0000000051041102,1,Kitson Clark,Mary
0000000051041102,2,Clark,Mary Kitson
0000000051041102,3,Clark,Mary Kitson
0000000051041102,4,Clark,Mary Kitson
0000000051041102,5,Clark,Mary Kitson
0000000051041102,6,Clark,Mary Kitson
0000000051041102,7,Clark,Mary Kitson
0000000051041102,8,Clark,Mary Kitson
0000000051041102,9,Mary Kitson Clark,
000000051094220X,1,Milne,Emily Alice
0000000510863456,1,Crook,Mrs Parry
0000000510863595,1,Kemplay,Catherine
0000000510917928,1,Hunt,Alice Eliza
0000000107997286,1,Blomfield,Joan
0000000107997286,2,Turville-Petre,J. E.
0000000107997286,3,Turville-Petre,Joan
0000000107997286,4,Joan Turville-Petre,
0000000107997286,5,Turville-Petre,J. E.
0000000107997286,6,Turville-Petre,Joan Elizabeth
000000051092364X,1,Davies,Josephine Mary Elizabeth
000000051086706X,1,Corcoran,Jessie
0000000510937355,1,Grafton,Emily Marion
0000000423828687,1,Wallis,Rosa
0000000423828687,2,Wallis,Rosa
0000000038672276,1,Grove,Eleanor
0000000038672276,2,Grove,Eleanor
0000000038672276,3,Grove,Eleanor
0000000038672276,4,Grove,Eleanor
0000000061455130,1,Janvier,Catharine Ann
0000000061455130,2,Catherine A. Janvier,
0000000061455130,3,Janvier,Catharine A.
0000000061455130,4,Janvier,Catharine A.
0000000061455130,5,Janvier,Catharine A.
0000000510942154,1,Braitmaier,Madi
0000000022805396,1,Hencken,Thalassa Mary
0000000022805396,2,Cruso,Thalassa
0000000022805396,3,Cruso,Thalassa
0000000510858657,1,Pritchard,Agnes
0000000510967079,1,Martin,Mary Trice
000000044721302X,1,Dendy,Mary
000000044721302X,2,Dendy,Mary
0000000077250236,1,Lamb,Winifred
0000000077250236,2,Lamb,Winifred
0000000077250236,3,Lamb,Winifred
0000000077250236,4,Lamb,Winifred
0000000077250236,5,Lamb,Winifred
0000000077250236,6,Lamb,Winifred
0000000077250236,7,Lamb,Winifred
0000000077250236,8,Lamb,Winifred
0000000077250236,9,Lamb,Winifred
0000000077250236,10,Lamb,Winifred
0000000077250236,11,Winifred Lamb,
0000000077250236,12,Lamb,Winifred
0000000510848678,1,Slade-King,Maud
0000000510938120,1,Hodgson,Elizabeth
0000000510921214,1,Ralph,Elizabeth K.
0000000510883959,1,Milne,Henrietta A.
0000000510845506,1,Buck,
0000000373895944,1,Gardiner,Dorothy
0000000373895944,2,Dorothy Gardiner,
0000000373895944,3,Gardiner,Dorothy Kempe
0000000373895944,4,Gardiner,Dorothy Kempe
0000000373895944,5,Gardiner,Dorothy
0000000373895944,6,Gardiner,Dorothy
0000000510917856,1,Peers,Dora Patience
0000000510860108,1,Compton ,Florence Caroline
0000000510918728,1,Martin,
0000000444792345,1,Law,Alice
0000000444792345,2,Law,Alice
0000000510858497,1,Mackeson,Peyton
0000000510849048,1,Lowenthal,
0000000510849136,1,Heptinstall,
0000000510844263,1,Morris,Elizabeth Florence
0000000510922890,1,Holgate,Mary Scarlet
0000000510964011,1,Poole,Margaret Ellen
0000000510937523,1,Caton,Louisa L. F.
0000000510848512,1,Pritchard,Emily Mary
0000000510845442,1,Peach,
0000000510921257,1,Patchett,Florence Margaret
0000000036959353,1,Sykes,Ella Constance
0000000036959353,2,Sykes,Ella Constance
0000000036959353,3,Sykes,Ella
0000000036959353,4,Sykes,Ella
0000000036959353,5,Ella Sykes,
0000000036959353,6,Sykes,Ella Constance
0000000510848045,1,Talbot,
0000000510848408,1,Rooth,
0000000510849128,1,Colquhoun,Beatrice
0000000510860853,1,Wilson,
0000000510823120,1,Dalison,
0000000042678320,1,Roundell,Julia Anne Elizabeth
0000000042678320,2,Julia Anne Elizabeth Roundell,
0000000510883924,1,Reade,Maria Emma Elizabeth Conway Griffith
0000000510923009,1,Tempest,Eleanor Blanche
0000000390166612,1,Townshend,Dorothea
0000000390166612,2,Townshend,Dorothea Baker
0000000390166612,3,Townshend,Dorothea
0000000390166612,4,Townshend,Dorothea
0000000390166612,5,Townshend,Dorothea
0000000510883289,1,Harriss,
0000000067481241,1,Thornton,Grace
0000000067481241,2,Thornton,Grace
0000000067481241,3,Thornton,Grace
0000000067481241,4,Thornton,Grace
0000000510934947,1,Jolliffe,Norah
0000000510918277,1,Blyth,E.
000000004807427X,1,Paget,Clara Fardell
000000004807427X,2,Paget,Clara
0000000510918111,1,Micklethwaite,
0000000071323916,1,Wheeler,Tessa Verney
0000000071323916,2,Wheeler,Tessa Verney
0000000071323916,3,Wheeler,Tessa Verney
0000000071323916,4,Tessa Wheeler,
0000000071323916,5,Wheeler,Tessa Verney
0000000071323916,6,Wheeler,Tessa Verney
0000000071323916,7,Wheeler,Tessa Verney
0000000071323916,8,Wheeler,Tessa Verney
0000000071323916,9,Wheeler,Tessa Verney
000000051084559X,1,Beaven,
0000000510942146,1,Mitchell,Frances J.
0000000110448878,1,Coate,Mary
0000000110448878,2,Coate,Mary
0000000110448878,3,Coate,Mary Anne
0000000110448878,4,Coate,Mary
0000000110448878,5,Coate,Mary
0000000110448878,6,Coate,Mary
0000000110448878,7,Coate,Mary
0000000110448878,8,Coate,Mary
0000000110448878,9,Coate,Mary
0000000510845549,1,Parkinson,Diana C.
0000000066664054,1,Routh,E.M.G.
0000000066664054,2,Routh,E.M.G.
0000000066664054,3,Routh,E. M. G.
0000000066664054,4,Routh,E. M. G.
0000000066664054,5,Routh,E.M.G.
0000000066664054,6,Routh,Enid M. G.
0000000066664054,7,Routh,E. M. G.
0000000140463681,1,Wilson,Charlotte Mary
0000000140463681,2,Charlotte Wilson,
0000000140463681,3,Wilson,Charlotte M.
0000000140463681,4,Wilson,Charlotte
000000004647670X,1,Balfour,Marie Clothilde
000000004647670X,2,Balfour,Marie Clothilde
000000004647670X,3,Balfour,Marie Clothilde
000000004647670X,4,Balfour,Marie Clothilde
000000004647670X,5,Balfour,Marie Clothilde
000000004647670X,6,Marie Clothilde Balfour,
0000000082130482,1,Burne,Charlotte Sophia
0000000082130482,2,Burne,Charlotte Sophia
0000000082130482,3,Burne,Charlotte Sophia
0000000082130482,4,Burne,Charlotte Sophia
0000000082130482,5,Burne,Charlotte Sophia
0000000082130482,6,Burne,Charlotte Sophia
0000000082130482,7,Burne,Charlotte Sophia
0000000082130482,8,Charlotte Sophia Burne,
0000000082130482,9,Burne,Charlotte Sophia
0000000046106717,1,Russell,Constance Charlotte Elisa
0000000046106717,2,Russell,
0000000084585747,1,Reid,R. R.
0000000084585747,2,Reid,R. R.
0000000084585747,3,Reid,R. R.
0000000122843322,1,Garrod,Dorothy Annie Elizabeth
0000000122843322,2,Garrod,Dorothy A.E.
0000000122843322,3,Dorothy Garrod,
0000000122843322,4,Garrod,D. A. E.
0000000122843322,5,Garrod,D. A. E.
0000000122843322,6,Garrod,D. A. E.
0000000122843322,7,Garrod,D. A. E.
0000000122843322,8,Garrod,Dorothy A.
0000000122843322,9,Garrod,Dorothy Anne Elizabeth
0000000122843322,10,Garrod,Dorothy
0000000122843322,11,Garrod,Dorothy Annie Elizabeth
0000000122843322,12,Garrod,Dorothy Anne Elizabeth
0000000510867115,1,Bury,
0000000510863624,1,Richardson,Alice
0000000510918699,1,Harding,E.
0000000510870293,1,Hetherington,Elizabeth
0000000114744623,1,Fox,Aileen
0000000114744623,2,Fox,Aileen
0000000114744623,3,Aileen Fox,
0000000114744623,4,Fox,Aileen
0000000114744623,5,Fox,Aileen
0000000114744623,6,Fox,Aileen
0000000114744623,7,Fox,Aileen
0000000114744623,8,Fox,Aileen
0000000510964409,1,McPherson,Florence
0000000052056306,1,Minet,Susan
0000000052056306,2,Minet,Susan
0000000052056306,3,Minet,Susan
0000000052056306,4,Minet,Susan
0000000052056306,5,Minet,Susan
0000000510923105,1,Leslie,A.
0000000510967263,1,Morison,Margaret Cotter
0000000442616663,1,Woodward,Margaret E.
0000000442616663,2,Woodward,M. E.
0000000109110116,1,Murray Katherine Maud Elisabeth,
0000000109110116,2,Murray,K. M. Elisabeth
0000000109110116,3,Murray,K. M. Elisabeth
0000000109110116,4,Elisabeth Murray,
0000000109110116,5,Murray,K. M. Elisabeth
0000000109110116,6,Murray,K. M. Elisabeth
0000000109110116,7,Murray,K. M. Elisabeth
0000000109110116,8,Murray,K. M. Elisabeth
0000000109110116,9,Murray,K. M. Elisabeth
0000000109110116,10,Murray,K.M. Elisabeth
0000000109110116,11,Murray,Katharine Maud Elisabeth
0000000109110116,12,Murray,Katharine Maud Elisabeth
0000000109110116,13,Murray,Katharine Maud Elisabeth
0000000109110116,14,Murray,Katherine M. Elisabeth
0000000109110116,15,Murray,Katherine Maud Elisabeth
0000000109110116,16,Murray,Katherine Maud Elisabeth
000000004592243X,1,Trounson,K. E.
000000004592243X,2,Trounson,K. E.
0000000510937945,1,Grimston,Ellen
0000000510884118,1,Panton,Emma M.
0000000436592896,1,Tyssen-Amherst,Alicia
0000000436592896,2,Amherst,Alicia
0000000436592896,3,Cecil,Evelyn
0000000436592896,4,Alicia Margaret Amherst Cecil Rockley,
0000000436592896,5,Cecil,Evelyn
0000000436592896,6,Cecil,Evelyn
0000000436592896,7,Cecil,Evelyn
0000000436592896,8,Cecil,Evelyn
0000000436592896,9,Cecil,Evelyn
0000000436592896,10,Rockley,
0000000049538494,1,Mitchell,Elizabeth Harcourt
0000000049538494,2,Mitchell,Elizabeth Harcourt
0000000049538494,3,Mitchell,Elizabeth Harcourt
0000000510935739,1,Skinner,Emily
0000000053489584,1,Northcote,Rosalind
0000000053489584,2,Northcote,Rosalind
0000000510950023,1,Law,L. A.
0000000077323810,1,Brodrick,Mary
0000000077323810,2,Brodrick,Mary
0000000077323810,3,Broderick,Mary
0000000077323810,4,Brodrick,M.
0000000077323810,5,Brodrick,Mary
0000000077323810,6,Mary Brodrick,
0000000077323810,7,Brodrick,Mary
0000000077323810,8,Brodrick,M.
0000000077323810,9,Broderick,Mary
0000000510959415,1,Bailey,Dora
0000000120172262,1,Schliemann,Sophia
0000000120172262,2,Schliemann,Sophie
0000000120172262,3,Schliemann,S.
0000000120172262,4,Schliemann,Sophia
0000000120172262,5,Schliemann,Sophia
0000000120172262,6,Schliemann,Sophia
0000000120172262,7,Schliemann,Sophia
0000000120172262,8,Schliemann,Sophia
0000000120172262,9,Schliemann,Sophie Kastromenos
0000000120172262,10,Schliemann,Sophie Kastromenos
0000000120172262,11,Sophia Schliemann,
0000000510935659,1,Jordan,Mary Isabella
0000000510823163,1,Blomfield,Mollie
0000000116046378,1,Petrie,Hilda
0000000116046378,2,Petrie,Hilda
0000000116046378,3,Petrie,Hilda
0000000116046378,4,Hilda Petrie,
0000000116046378,5,Petrie,Hilda Flinders
0000000116046378,6,Petrie,Hilda
0000000116046378,7,Petrie,Hilda
0000000116046378,8,Petrie,Hilda
0000000116046378,9,Petrie,Hilda
0000000116046378,10,Petrie,Hilda Flinders
0000000510918189,1,Harding,Amy C.
000000044850470X,1,Hickson,Mary Agnes
000000044850470X,2,Hickson,Mary Agnes
0000000080819868,1,Davenport,Frances G.
0000000080819868,2,Davenport,Frances Gardiner
0000000080819868,3,Davenport,Frances Gardiner
0000000080819868,4,Davenport,Frances G.
0000000080819868,5,Davenport,Frances G.
0000000080819868,6,Davenport,Frances G.
0000000080819868,7,Davenport,Frances Gardiner
0000000080819868,8,Davenport,Frances Gardiner
0000000080819868,9,Davenport,Frances Gardiner
0000000080819868,10,Davenport,Frances Gardiner
0000000080819868,11,Davenport,Frances G.
0000000080819868,12,Frances Gardiner Davenport,
0000000080819868,13,Davenport,Frances Gardiner
0000000080819868,14,Davenport,Frances Gardiner
0000000510863499,1,Danby,T. W.
0000000510964134,1,Sharp,Annie Mary
0000000510941610,1,Patterson,Clara M.
0000000510832510,1,Ferguson,Margaret Josephine
0000000510884118,1,Panton,Emma M.
0000000510860941,1,Mauleverer,Anne
0000000082283227,1,Gomme,Alice Bertha
0000000082283227,2,Gomme,Alice Bertha
0000000082283227,3,Alice Gomme,
0000000082283227,4,Gomme,Alice Bertha
0000000082283227,5,Gomme,Alice Bertha
0000000082283227,6,Gomme,Alice Bertha
0000000082283227,7,Gomme,Alice Bertha
0000000082283227,8,Gomme,Alice Bertha
0000000082283227,9,Gomme,Alice Bertha
0000000082283227,10,Gomme,Alice Bertha
0000000082283227,11,Gomme,Alice Bertha
0000000510918023,1,Smith,Emily Smythies Machell
0000000510860781,1,Whiteman ,Elizabeth Horsley
0000000510959378,1,Turner,M. Agatha
0000000510935843,1,Gray,M.
0000000510918162,1,Paskin,
0000000081285642,1,Lloyd,Eleanor
0000000081285642,2,Lloyd,Eleanor
0000000081285642,3,Lloyd,Eleanor
0000000081285642,4,Lloyd,Eleanor
0000000081285642,5,Lloyd,Eleanor
0000000081285642,6,Lloyd,Eleanor
0000000110310035,1,Evans,Joan
0000000110310035,2,Evans,Joan
0000000110310035,3,Evans,Joan
0000000110310035,4,Evans,Joan
0000000110310035,5,Evans,Joan
0000000110310035,6,Evans,Joan
0000000110310035,7,Evans,Joan
0000000110310035,8,Evans,Joan
0000000110310035,9,Evans,Joan
0000000110310035,10,Evans,Joan
0000000110310035,11,Evans,Joan
0000000110310035,12,Evans,Joan
0000000110310035,13,Evans,Joan
0000000110310035,14,Evans,Joan
0000000110310035,15,Evans,Joan
0000000110310035,16,Evans,Joan
0000000110310035,17,Evans,Joan
0000000110310035,18,Joan Evans,
0000000110310035,19,Evans,Joan
0000000110310035,20,Evans,Joan
0000000110310035,21,Evans,A.
0000000510832369,1,Mannooch Welch,Anne
0000000510950015,1,Carson,Katherine
0000000501125320,1,Guthrie,E. J
0000000501125320,2,Guthrie,Ellen Emma
0000000510845805,1,Mainwaring,
000000051092284X,1,Speakman,
0000000510963561,1,Dempster,H.
0000000062437399,1,Hutton,C. Amy
0000000062437399,2,Hutton,Caroline Amy
0000000062437399,3,Hutton,Caroline Amy
0000000062437399,4,Hutton,Caroline Amy
0000000062437399,5,Hutton,Caroline Amy
0000000510884150,1,Ussher,Mary
0000000398074210,,Hyslop, Kathleen Rachel Maxwell
0000000398074210,,Maxwell-Hyslop, Kathleen Rachel
